id,location,products
n2260,South Korea,Oil Pan Part of Vehicle
n2261,Argentina,"Remelt, Platinum"
n2262,Japan,Auto Cruise Control Parts Part of Vehicle
n2263,Japan,Leisure Products
n2264,,
n2265,Taiwan,Molten metal
n2266,Australia,"Small form and t-foundry, Real Estate Services, Flat bars, Covers, Asset Management, Asset Management, Steel, Real Estate Services, Asset Management, Asset Management, Real Estate Services, Real Estate Services"
n2267,Germany,"Steel, Hot-rolled strip"
n2268,Japan,"Specialty Finance, Common Rail Part of Vehicle"
n2269,,
n2270,,"Food, Covers, Phosphates, Sodium tripolyphosphate, Food, Ruthenium, Food, Food, Food, Food, Food, Forestry, Paper & Wood Products, Pig iron, Beverages, Niobium, Zinc, Food, Food, Forestry, Paper & Wood Products, Phosphates, Alumina hydrate, Beverages, Sulphuric acid, Chemical grade alumina, Ruthenium"
n2271,United Kingdom,Asset Management
n2272,Burkina Faso,Air Intake Module Part of Vehicle
n2273,,
n2274,Japan,"Engine Electric Parts Part of Vehicle, Suspension Part of Vehicle, Steering Part of Vehicle, Automatic Transmission Part of Vehicle, Motorcycle parts Part of Vehicle, Gear Part of Vehicle, Differential Part of Vehicle, Differential Parts Part of Vehicle, Differential Gear Part of Vehicle, Planetary Gear Part of Vehicle, Planetary Gear Part of Vehicle, Automatic Transmission Part of Vehicle, Planetary Gear Part of Vehicle, Planetary Gear Part of Vehicle, Transmission Case Part of Vehicle, Flywheel Ring Gear Part of Vehicle, Sun Gear Part of Vehicle, Transmission Gear Part of Vehicle, Cam Shaft Part of Vehicle, Balance Shaft Part of Vehicle, Transmission Gear Part of Vehicle, Transmission Gear Part of Vehicle, Transmission Gear Part of Vehicle, Suspension Ball Joint Part of Vehicle, Suspension Parts Part of Vehicle, Suspension Ball Joint Part of Vehicle, Suspension Ball Joint Part of Vehicle, Tie Rod End Part of Vehicle, Suspension Ball Joint Part of Vehicle, Rack & Pinion Part of Vehicle"
n2275,,"Steel, Molten metal"
n2276,Canada,"Commercial Support Services, Commercial Support Services"
n2277,United States,Other Fuel Systems Part of Vehicle
n2278,United States,Asset Management
n2279,China,
n2280,China,"Crank Shaft Part of Vehicle, Engine Undercover Part of Vehicle, Propeller Shaft Part of Vehicle, Road Wheel Parts Part of Vehicle, CPU Part of Vehicle"
n2281,Japan,Aluminum machining Part of Vehicle
n2282,,"Oil Seal Part of Vehicle, Auto Cruise Control System Part of Vehicle, Pipe Part of Vehicle, Water Pump Part of Vehicle, Air Intake Module Part of Vehicle, Canister Filter Part of Vehicle, Water Pump Part of Vehicle, Engine Structure Part of Vehicle, LSI Part of Vehicle"
n2283,Sweden,"Wire rod, Barbed wire, Pickled steel, Flat bars, Household Products"
n2284,Mexico,"Axle Part of Vehicle, Brake Part of Vehicle, Component Parts Part of Vehicle, Assembly Part of Vehicle, General Commodity Part of Vehicle, Component Parts Part of Vehicle"
n2285,,"Organic-coated rolls, Chemical grade alumina, Lignite, Pgm"
n2286,Spain,"T-foundry, Software"
n2287,,Steel
n2288,Japan,Chemical grade alumina
n2289,Russian Federation,Air Suspension Part of Vehicle
n2290,United States,Sulphuric acid
n2291,China,"Coal, Alumina, Uranium, Steel sheet piles"
n2292,,"Small form and t-foundry, Leisure Products"
n2293,,Limestone
n2294,China,Hot-rolled sheet
n2295,South Korea,Software
n2296,China,"Coal, Coal, Real Estate Services, T-foundry, Fertilizer, Coal, Thermal coal, Coking coal, Semi-anthracite pulverised coal injection (pci) coal, Semi-anthracite pulverised coal injection (pci) coal"
n2297,,
n2298,,"Banking, Banking, Software"
n2299,,Thermal coal
n2300,France,Plastic extruded parts Part of Vehicle
n2301,Japan,
n2302,,"Steel meshes, Steel sheet piles, Steel, High-carbon ferromanganese"
n2303,United States,Railroad rails
n2304,Japan,Lens Part of Vehicle
n2305,Japan,Engine Electric Parts Part of Vehicle
n2306,United States,"Steel slab, Software, Railroad rails"
n2307,,"Driving Support Systems Part of Vehicle, Brake Part of Vehicle, Steering Part of Vehicle, Suspension Control Part of Vehicle, Seat Belt Part of Vehicle, Airbag Part of Vehicle, Valve Part of Vehicle"
n2308,Japan,Categories by Production process Part of Vehicle
n2309,Japan,Electronics/Electric Parts Part of Vehicle
n2310,Japan,"Wholesale - Discretionary, Distributor Part of Vehicle"
n2311,Russian Federation,Fastener Part of Vehicle
n2312,Taiwan,"Paint Coating Part of Vehicle, Home Construction, Home Construction"
n2313,United States,Floor Insulator Part of Vehicle
n2314,Germany,Leisure Products
n2315,,
n2316,Japan,Home Construction
n2317,South Korea,"Motor Part of Vehicle, Drivetrain Part of Vehicle, Power Window Motor Part of Vehicle, Various power semiconductor devices for Inverter Part of Vehicle, Motor permanent magnet Part of Vehicle, Motor permanent magnet Part of Vehicle"
n2318,China,"Silver, Zircon"
n2319,Taiwan,"T-foundry, Pgm, Household Products"
n2320,Japan,Ferrite strontium powder
n2321,,"Railroad rails, Remelt, Software"
n2322,China,Iron ore
n2323,,
n2324,South Korea,Niobium
n2325,,"Long flame coal, Cold-rolled steel"
n2326,United Kingdom,"Insurance, Asset Management"
n2327,Japan,"Tinplate, Iron ore pellets, Iron ore pellets"
n2328,Taiwan,"Entertainment Content, Entertainment Content, Software"
n2329,South Korea,"Alumina, Steel, Thermal coal"
n2330,United Kingdom,Various power semiconductor devices for Power ECU Part of Vehicle
n2331,China,"Clean energy system Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n2332,United Kingdom,Uranium
n2333,China,"Molten metal, T-foundry, Hot dipped galvanized steel, Hot dipped galvanized steel"
n2334,Japan,"Lens Part of Vehicle, Information System Part of Vehicle"
n2335,Japan,"Merchant steel bar, Steel, Steel, Steel plates, Steel"
n2336,India,Fertilizer
n2337,Japan,Aluminum casting Part of Vehicle
n2338,Taiwan,Industrial Support Services
n2339,,"Aluminium, Alumina, Refined silver, Zinc cathodes, Bauxite, Aluminium, Direct reduction iron pellets"
n2340,Malaysia,Various power semiconductor devices for Power ECU Part of Vehicle
n2341,United Kingdom,"Organic-coated rolls, Sulphuric acid"
n2342,United States,
n2343,India,Machining Part of Vehicle
n2344,,Household Products
n2345,Italy,Gasket Part of Vehicle
n2346,China,Consumer Services
n2347,Italy,Common Rail Part of Vehicle
n2348,United States,Solar Sensor Part of Vehicle
n2349,India,"Chemical grade alumina, Lignite, Organic-coated rolls, Refined nickel, Fertilizer, Lignite, Organic-coated rolls, Chemical grade alumina, Fertilizer, Lignite, Food"
n2350,Thailand,ETC Part of Vehicle
n2351,China,Various Motor Part of Vehicle
n2352,Russian Federation,Clean energy system Part of Vehicle
n2353,South Korea,Asset Management
n2354,South Korea,"Entertainment Content, Covers"
n2355,United States,Industrial Support Services
n2356,Taiwan,Leisure Products
n2357,South Korea,"Engine Parts Part of Vehicle, Electronics Parts Part of Vehicle"
n2358,India,Thermostat Part of Vehicle
n2359,South Korea,"On-board battery charger Part of Vehicle, Various Semiconductors Part of Vehicle, LCD Part of Vehicle, Battery Part of Vehicle, Various battery Part of Vehicle"
n2360,South Korea,Solar Sensor Part of Vehicle
n2361,Japan,"Categories by Production process Part of Vehicle, Wholesale - Consumer Staples, Machining Part of Vehicle, Engine Control System Part of Vehicle, Electronics Parts Part of Vehicle"
n2362,India,Steering Part of Vehicle
n2363,,"4WS Part of Vehicle, Diesel Injector Pump Part of Vehicle, Diesel Injector Pump Part of Vehicle, Diesel Injector Pump Part of Vehicle, Diesel Injection System Part of Vehicle, Diesel Fuel Filter   Part of Vehicle, 4WS Part of Vehicle, 4WS Part of Vehicle, 4WS Part of Vehicle"
n2364,United States,Air Conditioner Receiver Part of Vehicle
n2365,,"Seat Reclining Device Part of Vehicle, Seat Reclining Device Part of Vehicle, Seat Reclining Device Part of Vehicle, Seat Parts Part of Vehicle"
n2366,Japan,"Welding Part of Vehicle, Welding Part of Vehicle, Welding Part of Vehicle"
n2367,Japan,Fertilizer
n2368,United Kingdom,Steel
n2369,South Korea,"Lignite, Silicomanganese"
n2370,Sweden,"Engine Lubricating Parts Part of Vehicle, Heater Control Unit Part of Vehicle, Air Conditioner Condenser Part of Vehicle, Water Pump Part of Vehicle, Washer Tank Part of Vehicle, Other Fuel Systems Part of Vehicle, Water Pump Part of Vehicle"
n2371,China,"4WD Transfer Part of Vehicle, Gasket Part of Vehicle, High Pressure Pipe Part of Vehicle, Various surface treatment Part of Vehicle, Home Construction, Industrial Support Services, Commercial Support Services"
n2372,Japan,"Forestry, Paper & Wood Products, Forestry, Paper & Wood Products"
n2373,,"Oil Pump Part of Vehicle, Oil Pan Part of Vehicle, Oil Pan Part of Vehicle, Other Driving Support Systems Part of Vehicle, Distributor Part of Vehicle, Distributor Part of Vehicle, Stamping Part of Vehicle, Consumer Services, Washer Tank Part of Vehicle, Washer Tank Part of Vehicle, Filler Pipe Part of Vehicle, Filler Pipe Part of Vehicle, Filler Pipe Part of Vehicle"
n2374,United States,Gas Spring Part of Vehicle
n2375, China ,"Interior Trim Part of Vehicle, Interior Trim Part of Vehicle, Electronics Parts Part of Vehicle, Exterior Decorative Parts Part of Vehicle, Electric Power Steering Part of Vehicle"
n2376,India,Steel
n2377,China,"Wire rods, Small form and t-foundry, Remelt, Small form and t-foundry, Banking"
n2378,China,Refined lead
n2379,,"Gold, Zinc, Lead, Copper, Molybdenum"
n2380,,
n2381,Algeria,"Real Estate Services, Software"
n2382,Germany,"Engine Electric System Part of Vehicle, Gear Part of Vehicle"
n2383,China,"Niobium, Refined zinc, Rhodium, Rhodium, Rhodium, Refined zinc, Organic-coated rolls, Sulphuric acid, Refined zinc, Rhodium"
n2384,,"Tinplate, Copper anode, Covers, Diamonds, Insurance, Platinum, Software"
n2385,United States,"Refined cobalt, Sulphuric acid, Household Products"
n2386,India,"Software, Software, Telematics Communication System Part of Vehicle, Insurance, Software, Software, Asset Management, Pgm, Software, Software, Asset Management, Software"
n2387,Australia,"Coal, Lithium, High-carbon ferromanganese"
n2388,United States,"Internet Media & Services, Information System Part of Vehicle, Security System Part of Vehicle, Telematics Communication System Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Telematics Communication System Part of Vehicle, Internet Media & Services"
n2389,India,"Tire Part of Vehicle, Trunk Lid Parts Part of Vehicle"
n2390,Japan,"Automatic Control Parts Part of Vehicle, Automatic Control Parts Part of Vehicle"
n2391,,"Bauxite, Lignite, Forestry, Paper & Wood Products"
n2392,Spain,
n2393,Switzerland,Software
n2394,United States,Industrial Support Services
n2395,Russia,
n2396,China,"Refined cobalt, Chemical grade alumina"
n2397,Japan,Air/Fuel Management Part of Vehicle
n2398,China,"Software, Software"
n2399,China,Alumina hydrate
n2400,China,"Refined cobalt, Chemical grade alumina"
n2401,Indonesia,Asset Management
n2402,Indonesia,"Coal, Real Estate Services"
n2403,Pakistan,Various Motor Part of Vehicle
n2404,,
n2405,United States,"Pig iron, Covers, Real Estate Services"
n2406,Japan,"Beverages, Ferrite strontium powder, Organic-coated rolls"
n2407,United States,Clean energy system Part of Vehicle
n2408,,High purity
n2409,Japan,Electric Power Steering Part of Vehicle
n2410,Argentina,Specialty Finance
n2411,,"Sub-bituminous coal, Alumina hydrate, Fertilizer, Wire rod"
n2412,South Korea,"Other Fuel Systems Part of Vehicle, High Pressure Pipe Part of Vehicle, Cylinder Liner Part of Vehicle, Air Conditioner Hose Part of Vehicle, Categories by Production process Part of Vehicle"
n2413,Japan,Paint Coating Part of Vehicle
n2414,,
n2415,,"Industrial Support Services, Balance Shaft Gear Part of Vehicle, Balance Shaft Gear Part of Vehicle, Balance Shaft Gear Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, Rack & Pinion Part of Vehicle"
n2416,China,Power Steering Motor Part of Vehicle
n2417,Canada,Lithium
n2418,Hong Kong,"Asset Management, Asset Management"
n2419,Japan,Industrial Support Services
n2420,Japan,Optical Fiber Part of Vehicle
n2421,Japan,"Corner Detecting And Ranging System Part of Vehicle, Air Conditioner Hose Part of Vehicle, Vehicle Emergency System Part of Vehicle, Liquid Crystal Part of Vehicle, Electronics/Electric Parts Part of Vehicle"
n2422,China,Limestone
n2423,Russia,
n2424,Japan,Optical Fiber Part of Vehicle
n2425,United States,Software
n2426,,Various power semiconductor devices for Converter Part of Vehicle
n2427,Taiwan,Plastic extruded parts Part of Vehicle
n2428,Israel,"Internet Media & Services, Specialty Finance, Internet Media & Services, 4WD Transfer Part of Vehicle, Information System Part of Vehicle, Voice Recognition System Part of Vehicle, Internet Media & Services"
n2429,Japan,
n2430,Taiwan,"Leisure Products, Software"
n2431,Malaysia,"Small form and t-foundry, Lignite, Refined cobalt, Alumina, Organic-coated rolls, Fertilizer, Alumina"
n2432,China,"Various Motor Part of Vehicle, Truck Body Panel Part of Vehicle, Steering Part of Vehicle, Bumper Part of Vehicle, Various Motor Part of Vehicle, Air Brake Part of Vehicle, Wire Harness Part of Vehicle, Axle Shaft Part of Vehicle, Suspension Ball Joint Part of Vehicle, Glass Run Part of Vehicle, Various Lamps Part of Vehicle, Carburetor Part of Vehicle, Piston Part of Vehicle, Piston Ring Part of Vehicle, Exhaust Valve Part of Vehicle"
n2433,United States,"Distributor Part of Vehicle, Distributor Part of Vehicle, Consumer Services"
n2434,Japan,Steel
n2435,Japan,Electric Connector Part of Vehicle
n2436,Taiwan,"Home Construction, Industrial Support Services"
n2437,Luxembourg,"High-carbon ferromanganese, Cobalt, Copper, Aluminium"
n2438,China,Air Conditioner Condenser Part of Vehicle
n2439,China,"Organic-coated rolls, Palladium"
n2440,Japan,Vacuum Sensor Part of Vehicle
n2441,Japan,Electronics/Electric Parts Part of Vehicle
n2442,Belgium,Covers
n2443,China,"Wire rods, Hot-rolled coil"
n2444,Austria,Distributor Part of Vehicle
n2445,,"Steering Gear Part of Vehicle, Power Steering Motor Part of Vehicle, Electric Power Steering Part of Vehicle, Drive Train Part of Vehicle, Spoiler Part of Vehicle, Fastener Part of Vehicle, Machining Part of Vehicle, Automatic Transmission Part of Vehicle, Electric Power Steering Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Information System Part of Vehicle, Balance Shaft Gear Part of Vehicle, Drivetrain Part of Vehicle, Planetary Gear Part of Vehicle, Various power semiconductor devices for Inverter Part of Vehicle"
n2446,,"Long flame coal, Hot-rolled sheet, Alumina hydrate, Forestry, Paper & Wood Products"
n2447,,Passenger Airbag Module Part of Vehicle
n2448,South Korea,"SiC devices for Power ECU Part of Vehicle, Liquid Crystal Part of Vehicle, Liquid Crystal Part of Vehicle, Liquid Crystal Part of Vehicle"
n2449,United States,Bauxite
n2450,Mexico,"Commercial Support Services, Distributor Part of Vehicle"
n2451,China,Asset Management
n2452,India,Limestone
n2453,Japan,"Steel, Steel, High-carbon ferromanganese"
n2454,China,Iron ore
n2455,Philippines,Asset Management
n2456,Japan,Wire rods
n2457,China,"Phosphates, Limestone, Hot-rolled sheet"
n2458,Russian Federation,
n2459,Singapore,"Water Pump Part of Vehicle, Pipe Part of Vehicle, Electric Cable Part of Vehicle, Containers & Packaging"
n2460,Chile,"Zinc, Silver, Lead, Merchant steel bar, Sub-bituminous coal, Pyrite, Ruthenium, Zircon, Diamonds, Dolomite, Forestry, Paper & Wood Products, Ruthenium, Silicomanganese, Bauxite"
n2461,Bulgaria,
n2462,China,"Iron ore, Small form and t-foundry"
n2463,Japan,"Hot-rolled sheet, Wire rod"
n2464,Canada,"Copper, Limestone, Chemical grade alumina, Real Estate Services, Banking, Coal, Entertainment Content, Aluminium slab, Ruthenium, Aluminium, Aluminium, Copper, Hot-rolled sheet, High-carbon ferromanganese, Chemical grade alumina, Coke, Leisure Products, Iron ore"
n2465,United States,Fertilizer
n2466,United States,Machining Part of Vehicle
n2467,Japan,Welded pipes and rebars
n2468,,"Forestry, Paper & Wood Products, Limestone, Limestone, Iron ore, Limestone, Ferrite strontium powder"
n2469,United States,Oil Pump Part of Vehicle
n2470,,Asset Management
n2471,,"Banking, Iron ore fines, Iron ore fines, Insurance, Billet, Entertainment Content"
n2472,China,Electronics/Electric Parts Part of Vehicle
n2473,South Korea,"Aluminium wire rod, Wire rods, Wire rods, Wire rods, Wire rods"
n2474,Japan,"Paint Coating Part of Vehicle, Paint Coating Part of Vehicle, Machining Part of Vehicle, Paint Coating Part of Vehicle, Paint Coating Part of Vehicle"
n2475,Singapore,Asset Management
n2476,Canada,"Refined silver, Covers, Pulverized coal injection"
